source,local_index,parent id,domain,Daya Ilokusi,Jenis Ujaran
alfina et al,611,13628,neutral,expressive,defamation
alfina et al,612,13629,religion,expressive,hate speech
alfina et al,613,13630,neutral,expressive,defamation
alfina et al,614,13631,religion,expressive,hate speech
alfina et al,615,13632,ethnicity,expressive,hate speech
alfina et al,616,13633,neutral,expressive,neutral
alfina et al,617,13634,religion,expressive,neutral
alfina et al,618,13635,religion,directive,hate speech
alfina et al,619,13636,religion,expressive,hate speech
alfina et al,620,13637,ethnicity,expressive,hate speech
alfina et al,621,13638,neutral,expressive,defamation
alfina et al,622,13639,religion,expressive,hate speech
alfina et al,623,13640,religion,expressive,hate speech
alfina et al,624,13641,neutral,expressive,defamation
alfina et al,625,13642,neutral,expressive,defamation
alfina et al,626,13618,religion,directive,hate speech
alfina et al,627,3767,religion,expressive,hate speech
alfina et al,628,13645,neutral,directive,defamation
alfina et al,629,1454,neutral,expressive,defamation
alfina et al,630,6476,neutral,expressive,defamation
alfina et al,631,13648,neutral,expressive,neutral
alfina et al,632,1455,neutral,expressive,defamation
alfina et al,633,13650,neutral,expressive,defamation
alfina et al,634,1372,ethnicity,expressive,hate speech
alfina et al,635,787,ethnicity,expressive,hate speech
alfina et al,636,13653,neutral,expressive,defamation
alfina et al,637,6013,neutral,expressive,defamation
alfina et al,638,1747,neutral,expressive,defamation
alfina et al,639,13656,neutral,expressive,defamation
alfina et al,640,7518,ethnicity,expressive,hate speech
alfina et al,641,7313,neutral,expressive,neutral
alfina et al,642,9403,ethnicity,expressive,hate speech
alfina et al,643,57,religion,expressive,hate speech
alfina et al,644,8256,ethnicity,expressive,hate speech
alfina et al,645,225,religion,expressive,hate speech
alfina et al,646,9606,neutral,expressive,neutral
alfina et al,647,6012,neutral,expressive,defamation
alfina et al,648,9296,religion,expressive,hate speech
alfina et al,649,1673,neutral,expressive,defamation
alfina et al,650,832,ethnicity,expressive,hate speech
alfina et al,651,13668,ethnicity,expressive,hate speech
alfina et al,652,13669,neutral,expressive,defamation
alfina et al,653,1393,religion,expressive,hate speech
alfina et al,654,2344,religion,expressive,hate speech
alfina et al,655,8478,ethnicity,expressive,neutral
alfina et al,656,7719,neutral,expressive,neutral
alfina et al,657,180,religion,expressive,hate speech
alfina et al,658,7408,ethnicity,expressive,hate speech
alfina et al,659,13676,neutral,expressive,defamation
alfina et al,660,1437,religion,expressive,hate speech
alfina et al,661,13678,neutral,expressive,defamation
alfina et al,662,13679,neutral,expressive,defamation
alfina et al,663,9386,religion,expressive,hate speech
alfina et al,664,13681,neutral,expressive,defamation
alfina et al,665,786,ethnicity,expressive,hate speech
alfina et al,666,13683,neutral,expressive,defamation
alfina et al,667,13684,religion,expressive,neutral
alfina et al,668,6336,religion,expressive,hate speech
alfina et al,669,1436,neutral,expressive,defamation
alfina et al,670,13687,ethnicity,expressive,hate speech
alfina et al,671,9660,neutral,assertive,neutral
alfina et al,672,3760,neutral,expressive,defamation
alfina et al,673,13690,neutral,expressive,defamation
alfina et al,674,13691,neutral,expressive,defamation
alfina et al,675,7739,neutral,expressive,neutral
alfina et al,676,13693,religion,expressive,hate speech
alfina et al,677,6341,religion,expressive,neutral
alfina et al,678,374,religion,expressive,hate speech
alfina et al,679,6109,neutral,assertive,neutral
alfina et al,680,13697,religion,expressive,hate speech
alfina et al,681,13698,religion,expressive,hate speech
alfina et al,682,13699,ethnicity,expressive,hate speech
alfina et al,683,8050,neutral,expressive,neutral
alfina et al,684,287,religion,expressive,hate speech
alfina et al,685,13702,religion,commissive,hate speech
alfina et al,686,13,religion,expressive,hate speech
alfina et al,687,7557,neutral,expressive,neutral
alfina et al,688,5925,neutral,expressive,defamation
alfina et al,689,13706,religion,expressive,neutral
alfina et al,690,7288,neutral,expressive,defamation
alfina et al,691,5945,neutral,expressive,defamation
alfina et al,692,6340,ethnicity,expressive,hate speech
alfina et al,693,3746,neutral,assertive,neutral
alfina et al,694,3135,neutral,assertive,neutral
alfina et al,695,7174,religion,expressive,hate speech
alfina et al,696,261,religion,expressive,hate speech
alfina et al,697,13714,ethnicity,expressive,hate speech
alfina et al,698,13715,religion,expressive,hate speech
alfina et al,699,13716,neutral,expressive,defamation
alfina et al,700,1606,neutral,expressive,defamation
alfina et al,701,9215,neutral,expressive,neutral
alfina et al,702,8018,neutral,expressive,defamation
alfina et al,703,7127,neutral,expressive,defamation
alfina et al,704,2119,neutral,expressive,defamation
alfina et al,705,6917,religion,expressive,hate speech
alfina et al,706,6936,neutral,expressive,defamation
alfina et al,707,7517,ethnicity,directive,hate speech
alfina et al,708,7243,neutral,expressive,defamation
alfina et al,709,13726,neutral,expressive,defamation
alfina et al,710,797,ethnicity,directive,hate speech
alfina et al,711,13728,religion,expressive,hate speech
alfina et al,712,2217,neutral,expressive,defamation
alfina et al,713,2822,neutral,expressive,defamation
ibrohim budi,1,1399,neutral,expressive,defamation
ibrohim budi,2,3511,neutral,assertive,neutral
ibrohim budi,3,35,religion,assertive,neutral
ibrohim budi,4,5053,neutral,assertive,neutral
ibrohim budi,5,1205,religion,expressive,hate speech
ibrohim budi,6,1359,ethnicity,expressive,hate speech
ibrohim budi,7,2027,neutral,assertive,neutral
ibrohim budi,8,2207,neutral,assertive,neutral
ibrohim budi,9,14304,neutral,directive,neutral
ibrohim budi,10,4248,porn,expressive,immoral
ibrohim budi,11,3675,neutral,expressive,defamation
ibrohim budi,12,5553,neutral,expressive,defamation
ibrohim budi,13,2457,neutral,assertive,neutral
ibrohim budi,14,1629,neutral,assertive,neutral
ibrohim budi,15,4127,neutral,expressive,defamation
ibrohim budi,16,5658,neutral,expressive,defamation
ibrohim budi,17,1815,neutral,assertive,neutral
ibrohim budi,18,1712,neutral,expressive,defamation
ibrohim budi,19,1383,gender,expressive,hate speech
ibrohim budi,20,4938,neutral,assertive,neutral
ibrohim budi,21,1730,neutral,assertive,neutral
ibrohim budi,22,4499,neutral,assertive,neutral
ibrohim budi,23,4471,neutral,assertive,neutral
ibrohim budi,24,2970,neutral,assertive,neutral
ibrohim budi,25,1767,neutral,assertive,neutral
ibrohim budi,26,14305,neutral,assertive,neutral
ibrohim budi,27,2320,neutral,expressive,defamation
ibrohim budi,28,2785,neutral,assertive,neutral
ibrohim budi,29,3287,neutral,assertive,neutral
ibrohim budi,30,1194,religion,expressive,hate speech
ibrohim budi,31,961,ethnicity,expressive,hate speech
ibrohim budi,32,2010,neutral,assertive,neutral
ibrohim budi,33,4278,neutral,assertive,neutral
ibrohim budi,34,8960,porn,assertive,immoral
ibrohim budi,35,4268,neutral,assertive,neutral
ibrohim budi,36,2968,neutral,assertive,neutral
ibrohim budi,37,1505,neutral,assertive,neutral
ibrohim budi,38,1621,neutral,directive,neutral
ibrohim budi,39,5360,neutral,expressive,neutral
ibrohim budi,40,2111,neutral,expressive,neutral
ibrohim budi,41,7212,religion,expressive,neutral
ibrohim budi,42,3564,neutral,expressive,neutral
ibrohim budi,43,1680,neutral,expressive,defamation
ibrohim budi,44,14306,neutral,assertive,neutral
ibrohim budi,45,548,religion,assertive,neutral
ibrohim budi,46,1971,neutral,assertive,neutral
ibrohim budi,47,5358,neutral,assertive,neutral
ibrohim budi,48,648,religion,assertive,neutral
ibrohim budi,49,2503,neutral,expressive,defamation
ibrohim budi,50,1154,ethnicity,expressive,hate speech
ibrohim budi,51,5040,neutral,expressive,defamation
ibrohim budi,52,4030,neutral,expressive,defamation
ibrohim budi,53,3052,neutral,assertive,neutral
ibrohim budi,54,4151,neutral,assertive,neutral
ibrohim budi,55,314,religion,expressive,hate speech
ibrohim budi,56,1242,religion,expressive,hate speech
ibrohim budi,57,4177,neutral,assertive,neutral
ibrohim budi,58,1110,ethnicity,expressive,hate speech
ibrohim budi,59,3764,neutral,assertive,neutral
ibrohim budi,60,1565,neutral,assertive,neutral
ibrohim budi,61,14307,religion,directive,neutral
ibrohim budi,62,3751,neutral,expressive,neutral
ibrohim budi,63,5020,neutral,expressive,defamation
ibrohim budi,64,3575,neutral,assertive,neutral
ibrohim budi,65,152,religion,assertive,neutral
ibrohim budi,66,5548,neutral,assertive,neutral
ibrohim budi,67,104,religion,assertive,neutral
ibrohim budi,68,672,religion,assertive,neutral
ibrohim budi,69,2642,neutral,directive,neutral
ibrohim budi,70,4915,neutral,assertive,neutral
ibrohim budi,71,6226,gender,expressive,hate speech
ibrohim budi,72,4428,neutral,expressive,defamation
ibrohim budi,73,4519,neutral,assertive,neutral
ibrohim budi,74,966,ethnicity,assertive,neutral
ibrohim budi,75,5838,neutral,expressive,defamation
ibrohim budi,76,11848,neutral,assertive,neutral
ibrohim budi,77,3776,neutral,expressive,neutral
ibrohim budi,78,827,ethnicity,assertive,neutral
ibrohim budi,79,901,porn,directive,immoral
ibrohim budi,80,876,ethnicity,expressive,hate speech
ibrohim budi,81,1930,neutral,expressive,defamation
ibrohim budi,82,3105,neutral,assertive,neutral
ibrohim budi,83,5809,neutral,assertive,neutral
ibrohim budi,84,1578,neutral,assertive,neutral
ibrohim budi,85,5412,neutral,assertive,neutral
ibrohim budi,86,930,ethnicity,assertive,neutral
ibrohim budi,87,535,religion,assertive,neutral
ibrohim budi,88,4225,neutral,expressive,defamation
ibrohim budi,89,1826,neutral,assertive,neutral
ibrohim budi,90,1033,religion,expressive,hate speech
ibrohim budi,91,2845,neutral,assertive,neutral
ibrohim budi,92,6217,gender,expressive,hate speech
ibrohim budi,93,4031,neutral,assertive,neutral
ibrohim budi,94,5096,neutral,assertive,neutral
ibrohim budi,95,643,religion,expressive,hate speech
ibrohim budi,96,2387,neutral,directive,neutral
ibrohim budi,97,5301,neutral,assertive,neutral
ibrohim budi,98,2678,neutral,expressive,defamation
ibrohim budi,99,422,religion,assertive,neutral
ibrohim budi,100,2221,neutral,assertive,neutral
ibrohim budi,101,3074,neutral,assertive,neutral
ibrohim budi,102,560,religion,assertive,neutral
ibrohim budi,103,1357,religion,expressive,hate speech
ibrohim budi,104,1347,religion,expressive,hate speech
ibrohim budi,105,1528,neutral,assertive,neutral
ibrohim budi,106,2928,neutral,expressive,defamation
ibrohim budi,107,4866,neutral,assertive,neutral
ibrohim budi,108,880,ethnicity,assertive,neutral
ibrohim budi,109,920,ethnicity,assertive,neutral
ibrohim budi,110,3634,neutral,expressive,neutral
ibrohim budi,111,11,religion,assertive,neutral
ibrohim budi,112,5857,neutral,assertive,neutral
ibrohim budi,113,3984,neutral,expressive,defamation
ibrohim budi,114,4858,neutral,assertive,neutral
ibrohim budi,115,4411,neutral,assertive,neutral
ibrohim budi,116,2920,neutral,assertive,neutral
ibrohim budi,117,4972,neutral,assertive,neutral
ibrohim budi,118,4377,neutral,expressive,defamation
ibrohim budi,119,590,religion,assertive,neutral
ibrohim budi,120,2986,neutral,directive,neutral
ibrohim budi,121,1024,religion,expressive,hate speech
ibrohim budi,122,2009,neutral,assertive,neutral
ibrohim budi,123,805,ethnicity,directive,hate speech
ibrohim budi,124,1425,neutral,expressive,defamation
ibrohim budi,125,14308,neutral,directive,neutral
ibrohim budi,126,253,religion,assertive,neutral
ibrohim budi,127,2599,neutral,assertive,neutral
ibrohim budi,128,1978,porn,directive,immoral
ibrohim budi,129,465,religion,expressive,hate speech
ibrohim budi,130,6239,gender,expressive,hate speech
ibrohim budi,131,2212,neutral,assertive,neutral
ibrohim budi,132,2924,neutral,assertive,neutral
ibrohim budi,133,2516,neutral,assertive,neutral
ibrohim budi,134,2810,religion,expressive,hate speech
ibrohim budi,135,5679,neutral,directive,threat
ibrohim budi,136,5427,neutral,assertive,neutral
ibrohim budi,137,3870,neutral,assertive,neutral
ibrohim budi,138,2331,neutral,assertive,neutral
ibrohim budi,139,1556,neutral,assertive,neutral
ibrohim budi,140,1631,neutral,assertive,neutral
ibrohim budi,141,4969,neutral,assertive,neutral
ibrohim budi,142,3329,neutral,expressive,defamation
ibrohim budi,143,3341,neutral,assertive,neutral
ibrohim budi,144,5881,neutral,assertive,neutral
ibrohim budi,145,14309,neutral,directive,neutral
ibrohim budi,146,307,religion,assertive,neutral
ibrohim budi,147,5263,neutral,assertive,neutral
ibrohim budi,148,2755,porn,assertive,immoral
ibrohim budi,149,2405,neutral,directive,neutral
ibrohim budi,150,4759,neutral,assertive,neutral
ibrohim budi,151,3927,neutral,expressive,defamation
ibrohim budi,152,541,religion,expressive,hate speech
ibrohim budi,153,2424,neutral,expressive,neutral
ibrohim budi,154,2063,neutral,expressive,defamation
ibrohim budi,155,1459,neutral,expressive,defamation
ibrohim budi,156,5177,neutral,expressive,defamation
ibrohim budi,157,1537,neutral,assertive,neutral
ibrohim budi,158,3257,neutral,directive,defamation
ibrohim budi,159,1801,neutral,assertive,neutral
ibrohim budi,160,36,religion,assertive,neutral
ibrohim budi,161,5425,neutral,expressive,defamation
ibrohim budi,162,557,religion,expressive,hate speech
